text,entity,entity_tag,entity_pos_start_rel,entity_pos_end_rel,category
"2000 военнослужащий находиться ирак , прежде 2008 год контингент отозвать период российско - грузинский война .",военнослужащий,PROFESSION,11,25,0
"удаться выяснить журналист , автомобиль белецкий неоднократно выписываться штраф нарушение пдд менее шесть .",журналист,PROFESSION,21,32,0
"первоначально факт , форма сшить китай , афишироваться , бирка « made in china » заметить журналист телеканал abc .",abc,ORGANIZATION,128,131,0
"знак протест против поведение единоросс , игнорировать мнение представитель остальной партия , представить госдума , фракция кпрф полный состав покинуть заседание .",кпрф,ORGANIZATION,133,137,0
"обыск многоэтажный хоромы вица - губернатор небогатый область , сразу коллега кричать политический заказ , сатрап следственный комитет счётный палата .",счётный палата,ORGANIZATION,166,180,0
"интересно , сми связь приговор сильвио берлускони вспоминать тёплый дружба бессменный глава россия владимир путин .",глава россия,PROFESSION,101,114,0
"владимир львович машков — советский российский актёр театр кино , заслужить артист российский федерация c 1996 год , народный артист российский федерация c 2010 год .",российский федерация,COUNTRY,139,159,0
"окончание сельскохозяйственный средний школа стать сотрудник компания dai - nippon meiji sugar переехать тайвань , проработать 18 год .",тайвань,COUNTRY,113,120,0
"посольство российский федерация республика конго сообщить , борт разбиться самолёт гражданин россиина борт разбиться конго дрк самолёт находиться 29 пассажир экипаж .",россия,COUNTRY,112,118,0
"джеймс « бадди » макгирт ( james ( buddy ) mcgirt , тренер дадашев упрашивать дагестанский спортсмен остановить бой , хотеть продолжать .",james ( buddy ) mcgirt,PERSON,24,44,0
оба структура полностью находиться собственность berkshire .,berkshire,ORGANIZATION,50,59,0
"командующий сила сша афганистан встретиться лидер военизированный движение талибан рамка двусторонний соглашение начало мирный процесс , обсудить путь снижение насилие страна .",сила сша,ORGANIZATION,12,22,0
"множество православный церковь весь мир , включая русский , греческий , сербский черногорский , — отмечать 7 январь рождество старый стиль .",черногорский,COUNTRY,85,97,0
"опубликовать 20 март 2017 год рейтинг миллиардер ' ' forbes ' ' рокфеллер занять 581 - место состояние $ 3 , 3 млрд считаться самый старый земля миллиардер .",миллиардер,PROFESSION,153,165,0
"американский финансово - экономический журнал forbes назвать 15 книга , представлять совершенный анализ управление капитал , самый помогать жаждать богатство достигнуть свой цель , сообщать newsru . com .",newsru . com,ORGANIZATION,195,205,0
20 июль первый канал выйти премьера документальный фильм « александр ширвиндт : „ ирония спасать весь “ » .,первый канал,ORGANIZATION,11,24,0
закончить факультет славянский филология таврический национальный университет .,факультет славянский филология таврический национальный университет,ORGANIZATION,10,80,0
"концерт также принять участие жена офицер вмф индия , чей корабль модернизироваться цас .",вмф индия,ORGANIZATION,49,58,0
"правило , материал служить различный монета ( 10 - юаневый китайский серебряный « панда » , американский « серебряный орёл » , российский 25 10 рубль ) , сторона который нанести различный изображение , посвятить covid - 19 .",российский,COUNTRY,130,140,0
"данные информационный центр цик , « единый россия » получить большинство — 50 % — тува , белгородский , костромской , магаданский челябинский область , выбирать новый состав региональный парламент .",информационный центр цик,ORGANIZATION,10,36,0
альфред нобель являться истинный интернационалист .,альфред нобель,PERSON,4,18,0
выходной появиться интервью playboy germany известный композитор эннио моррикона .,playboy germany,ORGANIZATION,31,46,0
2013 год служить 75 - м полка рейнджер — парашютный - десантный полка сила специальный назначение .,десантный полка,ORGANIZATION,55,70,0
"кроме , турецкий боевой корабль суд обеспечение нести постоянный боевой дежурство адриатический красный море , также индийский океан .",турецкий,COUNTRY,12,20,0
"встреча принимать участие председатель партия , миллиардер бидзин иванишвили глава правительство квирикашвили .",глава правительство,PROFESSION,82,101,0
"сторонник левый также устраивать праздничный мероприятие весь великобритания течение неделя смерть баронесса , некоторый который заканчиваться стычка полиция .",великобритания,COUNTRY,66,80,0
"говорить угроза северокорейский удар американский остров гуам , трамп заявить , верить , « гуам большой безопасность » , « северный корея столкнуться больший проблема , - нибыть произойти гуам » .",американский,COUNTRY,43,56,0
"магнитский , работать юрист крупный россия западный инвестиционный компания hermitage capital management , раскрыть схема хищение 5 , 4 миллиард рубль , который замешать сотрудник министерство внутренний дело .",юрист,PROFESSION,23,30,0
новый спикер госдума стать экс - глава кремлёвский администрация сергей нарышкин,спикер госдума,PROFESSION,6,22,0
"напомнить , казахстанский пограничный временной пост "" арканкерген "" обнаружить обгореть тело 14 пограничник 1 егерь .",пограничник,PROFESSION,104,117,0
"корабль порт встречать начальник штаб вооружённый сила джибути генерал - майор тахир али мохамед военный , посол китай джибути фу хуацян , военный атташе джибути цзи мингчжоу , начальник база материально - технический снабжение ноак джибути лян янь .",начальник штаб вооружённый сила джибути,PROFESSION,26,65,0
"предвыборный опрос общественный мнение показывать , чавес ненамного опережать свой соперник каприлеса радонски , энрике | энрике каприлеса идти вровень .",энрике,PERSON,119,125,0
политика руснок прийти 1990 - год профсоюз .,руснок,PERSON,11,17,0
"убрать всё второстепенный линия роман лев толстой , хореограф сосредоточиться любовный треугольник анна — каренин — вронский .",лев толстой,PERSON,38,51,0
представитель талиб забиулла муджахид 12 июль сообщить твиттер гибель 80 противник провинция кундуза пактие .,представитель талиб,PROFESSION,0,21,0
"2010 год скрипалить помиловать выдать сша обмен разоблачить америка российский шпион , включая анна чапман .",америка,COUNTRY,72,79,0
"актриса сол аой кинофестиваль токио , 2015 год",актриса,PROFESSION,0,7,0
"частность , лидер намерить обменяться мнение перспектива военный действие нато афганистан , волнение пакистан угроза экстремист северный африка .",афганистан,COUNTRY,88,99,0
"ход судебный прение , прошедшее 15 ноябрь , прокурор андрей сергеев просить переквалифицировать обвинение статья 111 ук рф мягкий — « причинение смерть неосторожность » ( ст . 109 ук рф — подразумевать лишение свобода срок 2 год ) зачесть мирзаева отбыть срок освободить зал суд .",андрей сергеев,PERSON,54,68,0
"пятница 12 апрель 2013 год генеральный директор вещательный корпорация bbc тони холл ( tony hall ) принять решение , запрещать свой эфир песня « дин - дон , ведьма умереть ! » ( ding - dong !",тони холл,PERSON,78,87,0
"сообщение газета new york post , new york times американский мировой сми , глава международный фонд доминик стросс - кан арестовать нью - йорк подозрение сексуальный домогательство .",американский,COUNTRY,58,70,0
"2002 год политик баллотироваться выборы президент , однако второй тур проиграть амад тумань тур .",президент,PROFESSION,50,60,0
власть парагвай объявить трёхдневный траур связь гибель политика .,парагвай,COUNTRY,7,15,0
"известно , глава компания стать именно пейдж , который шмидт охарактеризовать сильный стратег человек , способный отвечать руководство компания развитие продукт .",глава компания,PROFESSION,18,33,0
"« ' ' образ , решение суд компания apple надлежать остановить продажа iphone 3 gs , iphone 4 , также ipad 1 2 ю . корея , компания samsung — прекратить торговля импорт galaxy s , galaxy s 2 galaxy tab ' ' » , — сказать судья .",samsung,ORGANIZATION,138,145,0
"женский разряд сильный весь оказаться австралийский теннисистка саманта стосура , мужской победа одержать серб новак джокович .",австралийский,NATIONALITY,41,54,0
следовать решение украинский судно .,украинский судно,ORGANIZATION,25,41,0
"ночью 31 июль 2016 год задержать молодой человек , который использовать свой профиль твитер , угрожать президент маурисио макри , грозить взорвать метро розовый дом .",маурисио макри,PERSON,124,138,0
информация подтвердить официальный представитель семья погибший фрейзер сетело ( ) .,официальный представитель,PROFESSION,22,47,0
"« изначально собираться выпустить фильм сто копия , , учитывать повышенный интерес сторона киносеть , скорее весь , прокатный копия порядок большой » , — пояснить генеральный директор компания элеонора комина .",генеральный директор,PROFESSION,178,198,0
"« , правительство сальвадор пойти повод явный вмешательство китай внутренний политика государство западный полушарие , вызывать серьёзный озабоченность соединить штат привести переоценка наш отношение сальвадор » , — говориться заявление белый дом .",сальвадор,COUNTRY,231,242,0
"однако удаться добиться оправдание бывший панамский диктатор норьег , который обвинить контрабанда наркотик отмывание деньга .",панамский диктатор,PROFESSION,50,70,0
"менее ранний творчество rammstein вызывать столь критичный отношение сторона государственный орган , несмотря присутствие тема сексуальный насилие .",rammstein,ORGANIZATION,31,40,0
"оказаться , это знакомый марина дмитрий туркина , который актриса попросить подъехать театр нация , ходить спектакль .",марина,PERSON,38,44,0
"216 ук рф ( нарушение правило безопасность ведение горный , строительный иной работа ) .",рф,COUNTRY,7,9,0
"среда , 27 март 2019 год , федеральный суд сан - франциско ( сша ) обязать американский компания monsanto выплатить 80 , 3 млн доллар 70 - летний мужчина онкологический заболевание .",сша,COUNTRY,60,63,0
"правда пелетон успокоиться , отделиться группа велосипедист ( 13 гонщик ) , среди который оказаться наш соотечественник : казахстанец максим иглинский россиянин александр колобнев александр ефимкин .",россиянин,NATIONALITY,172,180,0
январь 2010 год руснок покинуть ряд чсдп .,чсдп,ORGANIZATION,39,43,0
"следователь , ведущий дело доминик стросс - кан , выяснить , горничная нью - йоркский отель ' ' sofitel ' ' нафиссатоу диалло , утверждать , экс - глава мвф домогаться её , неоднократно лгать допрос .",глава мвф,PROFESSION,145,154,0
шведский защитник ' ' detroit red wings ' ' никласа лидстрёма принять решение завершить карьера возраст 42 год .,защитник ' ' detroit red wings,PROFESSION,9,37,0
владимир этуш — известный советский российский актёр театр кино .,актёр театр кино,PROFESSION,49,68,0
"2000 военнослужащий находиться ирак , прежде 2008 год контингент отозвать период российско - грузинский война .",военнослужащий,PROFESSION,11,25,0
"вечером четверг , 19 декабрь 2019 год , здание фсб москва произойти нападение применение огнестрельный оружие .",фсб,ORGANIZATION,50,53,0
"цвангирая участвовать президентский выборы 2008 год одержать победа первый тур , однако результат компромиссный соглашение раздел власть мугабе остаться президент страна , цвангирая занять пост премьер - министр .",президент страна,PROFESSION,165,183,0
"качество условие освобождение гражданин сша боевик выдвинуть ряд требование , среди который освобождение весь заключить гуантанамо секретный американский тюрьма , освобождение родственник усама бин ладен , также освобождение , арестовать подозрение принадлежность движение « аль - кайд » талибан .",гражданин сша,NATIONALITY,36,50,0
это сообщать 14 апрель 2018 год ливанский спутниковый телеканал al - manar ссылка пресс - служба организация .,ливанский,COUNTRY,37,46,0
"министерство иностранный дело китай заявить , вашингтон вмешиваться внутренний дело сальвадор .",сальвадор,COUNTRY,89,99,0
"сообщать "" интерфакс "" ссылка пресс - служба мвд , это решение принять глава ведомство рашид нургалиев поручение президент рф дмитрий медведев .",глава ведомство,PROFESSION,76,91,0
"аналитик сходиться , результат плебисцит стать разделение судан государство .",аналитик,PROFESSION,0,9,0
"однако , слово мануэль арайя , который возить больной писатель последний месяц жизнь , агент пиночет воспользоваться болезнь неруда сделать смертельный инъекция время пребывание больница святой мария сантьяго .",святой мария,PERSON,213,225,0
вместе овьедо погибнуть телохранитель дерлис галеано ( derlis galeano ) пилот вертолёт рамон пико делмас ( ram n picco delm s ) .,дерлис галеано,PERSON,40,54,0
"благотворительный фонд , создать билл гейтс супруг мелинда , семь год инвестировать $ 200 млн исследовательский проект , разрабатывать способ утилизация человеческий отход вода удобрение .",билл гейтс,PERSON,34,48,0
столица замбия лусака пройти масштабный празднование .,замбия,COUNTRY,10,16,0
"свой адвокатский опыт столбун знать , трудно сегодня добиться справедливость отношение арестовать правоохранительный орган человек участие митинг .",адвокатский,PROFESSION,10,22,0
"аятолл али хаменея выступать иранский военный , 2016 год",али хаменея,PERSON,8,19,0
"церемония открытие игра американский спортсмен носить синий - белый - красный мундир , создать модельер ральф лорен заказ национальный олимпийский комитет сша .",модельер,PROFESSION,100,110,0
обвинять короткий слушание федеральный суд олбаня выступать .,федеральный суд,ORGANIZATION,40,56,0
"инновационный туалет — результат исследовательский проект , финансировать благотворительный фонд билл гейтс супруг мелинда .",благотворительный фонд билл гейтс супруг мелинда,ORGANIZATION,85,144,0
"экономист полагать , март экономика начаться рецессия .",экономист,PROFESSION,0,10,0
"молодой ( сравнительно ) человек следить течение несколько год конец конец прислать вывод , хороший кандидатура пост управлять актив найти .",управлять актив,PROFESSION,134,155,0
"весна 2000 год рено санкционировать вооружённый захват пятилетний мальчик элиан , возмутить американец кубинский происхождение её родный город .",американец,NATIONALITY,100,111,0
"однако дрогб , подойти мяч , послать выше ворота .",дрогб,PERSON,7,13,0
фильм принимать участие звезда американский кино хэнкс ( tom hanks ) .,tom hanks,PERSON,64,73,0
"это нелюди место среди человек » , — это заявление глава чечня рамзан кадыров цитировать среда агентство рбк .",рамзан кадыров,PERSON,65,81,0
"заявление британский правительство говориться , оценка национальный центр кибербезопасность ( ncsc ) , кибератака « наверняка » провести гру .",ncsc,ORGANIZATION,103,107,0
"кроме , атака ранить пятеро военнослужащий нато , американец - контрактник двое охранник - афганец .",военнослужащий,PROFESSION,41,55,0
"сначала скрябин провести бросок балл , затем — эффектный приём четыре очко , принести победа .",скрябин,PERSON,8,15,0
госдума рф утвердить закон нко клевета,рф,COUNTRY,10,12,0
"президент россия , владимир путин , лично выразить соболезнование родный близкие виктор тихонов , частность , внучка тихонов татьяна василиевич :",президент россия,PROFESSION,0,16,0
нобелевский премия мир 2018 год присудить врач денис муквега конго бывший пленница « исламский государство » езидка надя мурад ирак борьба использование сексуальный насилие качество инструмент ведение война .,конго,COUNTRY,69,74,0
"мраморный статуя давид работа микеланджело , находиться академия изящный искусство флоренция ( италия ) , спрогнозировать разрушение - излишний вибрация .",академия изящный искусство,ORGANIZATION,59,84,0
стать первый демократически избранный глава государство история египет .,египет,COUNTRY,69,75,0
"госсекретарь майк помпео вторник побеседовать телефон министр иностранный дело словения анджа логар , сообщить госдепартамент сша .",госсекретарь,PROFESSION,0,12,0
"чиновник дожить 90 год скончаться , сообщение центральный телевидение , 22 июль 23 : 11 пекинский время .",центральный телевидение,ORGANIZATION,51,75,0
"среди погибнуть ребёнок водитель автобус — 47 - летний сергей кубасовый , иметь 20 год стаж .",водитель автобус,PROFESSION,29,46,0
"демократический партия , создать основа коалиция "" оливковый дерево "" бывший премьер - министр страна романо проди включать партия "" левый демократ "" "" маргерита "" , занимать 217 место 630 - местный парламент италия являться главный оппозиционный сила страна .",оливковый дерево,ORGANIZATION,54,70,0
"несмотря проживание сша , новый премьера называть ревностный приверженец ислам .",премьера,PROFESSION,37,45,0
церемония награждение присутствовать директор наса майкл гриффин .,майкл гриффин,PERSON,60,73,0
"утверждаться , главный роль радикализация царнаев сыграть интернет — частность , сайт « аль - кайд » получить инструкция изготовление взрывной устройство .",аль - кайд,ORGANIZATION,99,108,0
"известно , глава компания стать именно пейдж , который шмидт охарактеризовать сильный стратег человек , способный отвечать руководство компания развитие продукт .",глава компания,PROFESSION,18,33,0
"родиться 12 июнь 1915 год американский банкир , государственный деятель , глобалиста глава дом рокфеллер дэвид рокфеллер старший ( ) — внук нефтяной магнат первый история долларовый миллиардер джон дэвисон рокфеллер , основатель стандарт ойл , младший брат 41 - го вица - президент сша нельсон рокфеллер 37 - го губернатор арканзас уинтроп . рокфеллер .",уинтроп . рокфеллер,PERSON,347,369,0
президент израиль реувен ривлина премьер - министр биньямин нетаньяху обратиться путин просьба помилование девушка .,премьер - министр,PROFESSION,34,49,0
"тренер ален виньо нужно придумать , реализовать это преимущество .",тренер,PROFESSION,7,14,0
"интересно , перечень произведение начинающий миллионер попасть довольно необычный это круг читатель книга — « соседство уоррен баффет : выдающийся мировой инвестор , который слышать , который мочь поучиться » мэтью шифрин .",мэтью шифрин,PERSON,254,267,0
фото протестовать сжигать американский флаг посольство .,американский,COUNTRY,37,49,0
"буквально сразу команда , который оказаться игрок "" академия футбол "" , "" спартак "" , провести первый тренировка .","игрок "" академия футбол """,PROFESSION,54,79,0
"заведовать отделение политравма киевский больница № 17 дмитрий мясник заявить , женщина оперировать бригада хирург .",дмитрий мясник,PERSON,55,71,0
15 декабрь 2017 год рэпер эминь выпустить новый альбом ' ' revival ' ' .,рэпер,PROFESSION,21,26,0
"марисс майер , исполнительный вица - президент verizon марни уолден ( marni walden ) .",исполнительный вица - президент verizon,PROFESSION,17,54,0
случай парламентский одобрение документ направить подпись президент македония .,президент македония,PROFESSION,70,90,0
75 - летний салех правило йемен тридцать год .,йемен,COUNTRY,23,30,0
путин наградить киселёв орден « заслуга отечество »,путин,PERSON,0,5,0
глава республика крым сергей аксёнов объявить трёхдневный траур связь массовый убийство учиться сотрудник керченский политехнический колледж :,глава республика крым,PROFESSION,0,21,0
"весь борт воздушный судный находиться 32 человек , среди который представитель миссия организация объединить нация миротворец призвать дрк цель защита мирный население условие затяжной гражданский война , который продолжаться страна 1998 годаразбиться конго самолёт управлять грузинский экипаж .",грузинский,NATIONALITY,309,319,0
"бывший супруг андрей панин актриса мхт . . п . чехов наталья рогожкин узнать смерть бывший муж журналист : ' ' « знать это » ' ' , — упавший голос сказать телефон журналист life news прервать разговор .",наталья рогожкин,PERSON,58,75,0
"прошлый месяц власть город распорядиться , слониха усыпить , однако бывший владелец животное , директор цирк жильбер эдельштайна , обжаловать это решение , слониха позволить пережить праздник .",директор цирк,PROFESSION,101,115,0
комментарий захаров сайт российский мид сказать : мид россия потребовать реакция сша сообщение хакерский атака,российский мид,ORGANIZATION,33,49,0
"сша отреагировать сообщение сми внедрение американский хакер командный компьютерный система кремль , это означать поддержка кибертерроризм , заявить официальный представитель российский министерство иностранный дело мария захаров .",мария захаров,PERSON,236,250,0
"сообщить белый дом , понедельник президент сша барак обама побеседовать новый премьер - министр греция антонис самарас поздравить победа выборы .",президент сша,PROFESSION,43,56,0
"глава внешнеполитический ведомство сша словения подчеркнуть преимущество сотрудничество дело диверсификация энергетический поставка , развитие защита критически важный аспект инфраструктура борьба дезинформация , направить подрыв наш демократический институт , отмечаться заявление госдепартамент .",госдепартамент,ORGANIZATION,303,318,0
"информация tmz , баскетболист передвигаться собственный частный вертолёт , произойти пожар .",баскетболист,PROFESSION,19,31,0
"вновь заявить , кандидатура спикер нижний палата мирослав немцов пост премьер - министр новый коалиционный правительство ods top 09 поддержать необходимый число депутат - 101 .",ods,ORGANIZATION,138,141,0
"интервью , опубликовать пятница 22 октябрь газета south china morning post , говориться , группа никак связать wikileaks — организация , который опубликовать тысяча секретный документ правительство сша , — однако создатель китайский сайт надеяться повторить успех wikileaks .",китайский,COUNTRY,241,251,0
"представитель компания « google » , « лаборатория касперский » , « adobe systems » , « роснано » , соталый - интерактив ( генеральный спонсор ) , « microsoft россия » ( главный партнёр ) , « мтс » ( главный спонсор ) , « intel » ( инновационный партнёр ) продемонстрировать свой наработка секция « мобильный разработка россия , тенденция ожидание , перспектива рынок » , « монетизация мобильный приложение помощь реклама » . далее .",microsoft россия,ORGANIZATION,129,145,0
"родитель владислав давно развестись , жить съёмный квартира мать галина рослякова , который работать санитарка онкологический диспансер керчь .",санитарка,PROFESSION,111,121,0
"сон председатель колхоз явиться богородица приказать сохранить святыня церковь , взамен обещать сохранить жизнь .",председатель колхоз,PROFESSION,13,33,0
"профессиональный военный , младич пройти подготовка военный академия югославский народный армия белград .",младич,PERSON,26,32,0
анти - корпоративный акция « занимать уолл - стрит » продолжать набирать оборот .,уолл - стрит,ORGANIZATION,34,44,0
голос америка 2013 - 01 - 10 : болезнь чавес вносить неопределённость будущее венесуэла .,голос америка,ORGANIZATION,1,14,0
получить винник явка повинная направить генпрокуратура отдел полиция останкинский район москва принятие процессуальный решение .,отдел полиция останкинский район москва,ORGANIZATION,74,118,0
"14 июль спикер « талибан » выложить твиттер фото погибший американец , заявить , противник потерпеть неудача район зурмат , потерять 20 человек — « оккупант наёмник , убить гражданский , создать гуманитарный катастрофа , затем сбежать » .",американец,NATIONALITY,60,70,0
"12 май 2013 год фильм квентин тарантино ' ' « джанго освободить » ' ' , повествовать восстание раб , вернуться кинотеатр китай урезанный вид .",квентин тарантино,PERSON,23,41,0
"пообещать , правительство "" принимать никакой стратегический решение "" , главный который , должный помнить , являться проект атомный энергетика вероятный участие росатом .",правительство,ORGANIZATION,21,34,0
"глава чечня рамзан кадыров свой telegram - канал сказать , взгляд азимов сформироваться франция ответственность это лежать французский власть .",рамзан кадыров,PERSON,12,26,0
"председатель правление межрегиональный общественный организация содействие защита гражданский право « справедливость » уверенный , закон обойтись .",председатель правление,PROFESSION,0,22,0
"глинка погибнуть 25 декабрь 2016 год крушение самолёт - 154 минобороны рф , ход гуманитарный поездка сирия .",сирия,COUNTRY,110,115,0
"украина савченко считать национальный героиня , россия обвинять предоставление координата миномётный атака восточный украина , результат который погибнуть двое российский журналист .",украина,COUNTRY,130,137,0
"справка : « microbank » — специальный программа кредитование индивидуальный предприниматель небольшой коммерческий фирма , также простой гражданин .",microbank,ORGANIZATION,14,23,0
"спустя большой семь неделя официальный вступление сша второй мировой война , 1 февраль 1942 год , германия короткий радиоволна транслировать прямой эфир 15 - минутный передача нью - йорк .",германия,COUNTRY,113,121,0
"демократический партия , создать основа коалиция "" оливковый дерево "" бывший премьер - министр страна романо проди включать партия "" левый демократ "" "" маргерита "" , занимать 217 место 630 - местный парламент италия являться главный оппозиционный сила страна .",оливковый дерево,ORGANIZATION,54,70,0
затем 2002 год президент бакиль мулузи объявить свой преемник .,президент,PROFESSION,18,27,0
"ватанабэ 107 год , ответ вопрос секрет свой долголетие сказать , смех мочь помочь достигнуть возраст .",ватанабэ,PERSON,6,14,0
"организационный поддержка проект оказывать министерство оборона российский федерация , мчс россия , мвд россия , государственный корпорация космический деятельность « роскосмос » , исполнительный орган государственный власть субъект россия , также общественный волонтёрский организация .",министерство оборона российский федерация,ORGANIZATION,44,85,0
"последний матч « пенсионер » уступить лестер , данный момент лидер чемпионат предводительство клаудио раньерь ранний тренер челси , счёт 1 : 2 .",тренер челси,PROFESSION,128,140,0
марио монтить подать отставка должность премьер - министр италия,марио монтить,PERSON,0,11,0
"ранить стрелковый оружие время боевой действие 13 январь район джаванда афганский провинция бадгис , отмечать ведомство .",афганский,COUNTRY,82,91,0
тайский стрелка убить 26 человек - проблема продажа дом,тайский,NATIONALITY,0,7,0
? » отстранить главное редактор илья бер знаток александр друзить участие передача .,главное редактор,PROFESSION,19,37,0
"выборы берсани обойти мэр флоренция маттео ренци , считаться наиболее заметный политик "" новый волна "" италия .",италия,COUNTRY,121,127,0
"также момент находиться представитель немецкий концертный компания semmel concerts , который выступить организатор .",представитель немецкий концертный компания semmel concerts,PROFESSION,35,93,0
обама назначить сенатор керри пост госсекретарь сша,сенатор,PROFESSION,15,23,0
"согласно газета « вашингтон пост » , качество доказательство состав преступление столичный правоохранитель также предоставить письменный свидетельство жертва атака , согласно который сотрудник охрана эрдоган « напасть полицейский вашингтон , минимум , отдельный случай » .",полицейский,PROFESSION,222,233,0
